,season_name,player,team,matches_played,goals,shots,xg,passes,completed_passes,key_passes,tackles,interceptions,recoveries,aerial_duels,fouls,yellow_cards,red_cards,dribbles_attempted,successful_dribbles,minutes_played,position,goals_p90,shots_p90,passes_p90,completed_passes_p90,key_passes_p90,tackles_p90,interceptions_p90,recoveries_p90,aerial_duels_p90,fouls_p90,dribbles_attempted_p90,successful_dribbles_p90,xg_p90,attempted_pass,pass_completion_pct,attempted_dribble,dribble_success_pct,took_shot,shot_conversion,xg_overperformance,position_group,yellow_cards_p90,red_cards_p90
13,2018,Romelu Lukaku Menama,Belgium,6,4,14,2.61,98,75,3,4,0,4,0,10,0,0,10,5,480,Center Forward,0.75,2.625,18.375,14.0625,0.5625,0.75,0.0,0.75,0.0,1.875,1.875,0.9375,0.489375,1,0.7653061224489796,1,0.5,1,0.2857142857142857,1.3900000000000001,Forward,0.0,0.0
14,2018,Cristiano Ronaldo dos Santos Aveiro,Portugal,4,4,22,2.7,113,91,4,3,0,9,0,1,1,0,14,8,376,Left Center Forward,0.9574468085106382,5.26595744680851,27.04787234042553,21.78191489361702,0.9574468085106382,0.7180851063829787,0.0,2.154255319148936,0.0,0.23936170212765956,3.351063829787234,1.9148936170212765,0.6462765957446809,1,0.8053097345132744,1,0.5714285714285714,1,0.18181818181818182,1.2999999999999998,Forward,0.23936170212765956,0.0
15,2018,Artem Dzyuba,Russia,5,3,8,1.66,108,72,3,16,1,10,0,15,0,0,8,4,403,Center Forward,0.6699751861042184,1.7866004962779156,24.11910669975186,16.07940446650124,0.6699751861042184,3.5732009925558312,0.22332506203473945,2.2332506203473943,0.0,3.3498759305210917,1.7866004962779156,0.8933002481389578,0.3707196029776675,1,0.6666666666666666,1,0.5,1,0.375,1.34,Forward,0.0,0.0
16,1958,Edvaldo Izidio Neto,Brazil,2,3,17,2.94,117,86,8,12,0,13,2,6,0,0,12,4,169,Left Center Forward,1.5976331360946745,9.053254437869823,62.30769230769231,45.798816568047336,4.260355029585799,6.390532544378698,0.0,6.923076923076923,1.0650887573964498,3.195266272189349,6.390532544378698,2.1301775147928996,1.565680473372781,1,0.7350427350427351,1,0.3333333333333333,1,0.17647058823529413,0.06000000000000005,Forward,0.0,0.0
17,2018,Eden Hazard,Belgium,6,3,18,3.27,271,217,13,6,6,23,0,7,1,0,42,28,526,Left Wing,0.5133079847908746,3.0798479087452475,46.36882129277567,37.129277566539926,2.2243346007604563,1.0266159695817492,1.0266159695817492,3.9353612167300382,0.0,1.1977186311787074,7.186311787072244,4.790874524714829,0.5595057034220533,1,0.8007380073800738,1,0.6666666666666666,1,0.16666666666666666,-0.27,Forward,0.1711026615969582,0.0
18,2018,Diego da Silva Costa,Spain,4,3,11,2.3,64,53,4,7,0,8,0,3,0,0,5,3,315,Center Forward,0.8571428571428571,3.142857142857143,18.285714285714285,15.142857142857142,1.1428571428571428,2.0,0.0,2.2857142857142856,0.0,0.8571428571428571,1.4285714285714286,0.8571428571428571,0.6571428571428571,1,0.828125,1,0.6,1,0.2727272727272727,0.7000000000000002,Forward,0.0,0.0
19,2022,Bukayo Saka,England,4,3,7,0.58,111,84,5,11,2,9,0,7,0,0,5,2,289,Right Wing,0.9342560553633218,2.179930795847751,34.567474048442904,26.159169550173008,1.5570934256055362,3.4256055363321796,0.6228373702422145,2.8027681660899653,0.0,2.179930795847751,1.5570934256055362,0.6228373702422145,0.1806228373702422,1,0.7567567567567568,1,0.4,1,0.42857142857142855,2.42,Forward,0.0,0.0
20,2022,Marcus Rashford,England,5,3,11,1.38,67,50,0,7,1,6,0,1,0,0,10,6,458,Right Wing,0.5895196506550219,2.161572052401747,13.165938864628822,9.825327510917031,0.0,1.3755458515283843,0.19650655021834063,1.1790393013100438,0.0,0.19650655021834063,1.9650655021834063,1.1790393013100438,0.27117903930131004,1,0.746268656716418,1,0.6,1,0.2727272727272727,1.62,Forward,0.0,0.0
21,2022,Cody Mathès Gakpo,Netherlands,5,3,5,0.56,154,98,10,13,9,23,0,10,0,0,13,5,457,Right Center Forward,0.5908096280087528,0.9846827133479212,30.328227571115974,19.299781181619256,1.9693654266958425,2.560175054704595,1.7724288840262583,4.529540481400438,0.0,1.9693654266958425,2.560175054704595,0.9846827133479212,0.1102844638949672,1,0.6363636363636364,1,0.38461538461538464,1,0.6,2.44,Forward,0.0,0.0
22,1970,Roberto Rivelino,Brazil,5,3,30,1.53,269,225,15,9,2,26,1,5,0,0,33,22,446,Left Midfield,0.6053811659192825,6.053811659192825,54.28251121076233,45.403587443946186,3.0269058295964126,1.8161434977578474,0.40358744394618834,5.246636771300448,0.20179372197309417,1.0089686098654709,6.6591928251121075,4.439461883408072,0.3087443946188341,1,0.8364312267657993,1,0.6666666666666666,1,0.1,1.47,Midfielder,0.0,0.0
23,2022,Álvaro Borja Morata Martín,Spain,4,3,8,1.11,40,27,0,2,0,2,0,1,0,0,2,0,355,Center Forward,0.7605633802816901,2.028169014084507,10.140845070422534,6.845070422535211,0.0,0.5070422535211268,0.0,0.5070422535211268,0.0,0.2535211267605634,0.5070422535211268,0.0,0.2814084507042254,1,0.675,1,0.0,1,0.375,1.89,Forward,0.0,0.0
24,2022,Wout Weghorst,Netherlands,4,3,3,1.05,16,9,1,4,0,1,0,5,0,0,0,0,406,Right Center Forward,0.6650246305418719,0.6650246305418719,3.5467980295566504,1.9950738916256159,0.22167487684729065,0.8866995073891626,0.0,0.22167487684729065,0.0,1.1083743842364533,0.0,0.0,0.2327586206896552,1,0.5625,0,0.0,1,1.0,1.95,Forward,0.0,0.0
25,2022,Enner Remberto Valencia Lastra,Ecuador,3,3,9,1.92,51,39,3,15,2,13,2,3,0,0,7,3,259,Left Attacking Midfield,1.0424710424710424,3.1274131274131274,17.72200772200772,13.552123552123552,1.0424710424710424,5.212355212355212,0.694980694980695,4.517374517374518,0.694980694980695,1.0424710424710424,2.4324324324324325,1.0424710424710424,0.6671814671814672,1,0.7647058823529411,1,0.42857142857142855,1,0.3333333333333333,1.08,Midfielder,0.0,0.0
26,2022,Gonçalo Matias Ramos,Portugal,4,3,7,1.67,30,24,1,8,0,4,0,2,0,0,2,0,334,Center Forward,0.8083832335329341,1.8862275449101795,8.08383233532934,6.4670658682634725,0.2694610778443114,2.155688622754491,0.0,1.0778443113772456,0.0,0.5389221556886228,0.5389221556886228,0.0,0.44999999999999996,1,0.8,1,0.0,1,0.42857142857142855,1.33,Forward,0.0,0.0
27,2022,Richarlison de Andrade,Brazil,4,3,8,1.62,54,39,5,13,1,18,0,6,0,0,7,2,326,Center Forward,0.8282208588957055,2.208588957055215,14.9079754601227,10.766871165644172,1.3803680981595092,3.588957055214724,0.27607361963190186,4.969325153374233,0.0,1.656441717791411,1.9325153374233128,0.5521472392638037,0.447239263803681,1,0.7222222222222222,1,0.2857142857142857,1,0.375,1.38,Forward,0.0,0.0
28,2018,Edinson Roberto Cavani Gómez,Uruguay,4,3,16,2.15,83,68,3,6,2,13,1,5,0,0,11,7,351,Right Center Forward,0.7692307692307693,4.102564102564103,21.28205128205128,17.435897435897438,0.7692307692307693,1.5384615384615385,0.5128205128205129,3.3333333333333335,0.25641025641025644,1.2820512820512822,2.8205128205128207,1.794871794871795,0.5512820512820513,1,0.8192771084337349,1,0.6363636363636364,1,0.1875,0.8500000000000001,Forward,0.0,0.0
29,2018,Ivan Rakitić,Croatia,7,3,17,2.58,426,345,10,19,2,31,1,11,1,0,10,6,747,Left Center Midfield,0.36144578313253006,2.048192771084337,51.325301204819276,41.56626506024096,1.2048192771084336,2.2891566265060237,0.24096385542168672,3.7349397590361444,0.12048192771084336,1.325301204819277,1.2048192771084336,0.7228915662650601,0.3108433734939759,1,0.8098591549295775,1,0.6,1,0.17647058823529413,0.41999999999999993,Midfielder,0.12048192771084336,0.0
30,2018,Ivan Perišić,Croatia,7,3,24,2.11,209,133,5,21,5,12,0,6,0,0,6,4,642,Left Wing,0.4205607476635514,3.364485981308411,29.299065420560748,18.64485981308411,0.7009345794392523,2.9439252336448596,0.7009345794392523,1.6822429906542056,0.0,0.8411214953271028,0.8411214953271028,0.5607476635514018,0.2957943925233644,1,0.6363636363636364,1,0.6666666666666666,1,0.125,0.8900000000000001,Forward,0.0,0.0
31,1974,Johan Cruyff,Netherlands,5,3,9,1.97,237,167,12,15,2,31,4,11,0,0,34,24,443,Center Forward,0.6094808126410834,1.8284424379232505,48.14898419864559,33.92776523702032,2.437923250564334,3.0474040632054176,0.4063205417607223,6.297968397291196,0.8126410835214446,2.234762979683973,6.907449209932279,4.875846501128668,0.40022573363431146,1,0.7046413502109705,1,0.7058823529411765,1,0.3333333333333333,1.03,Forward,0.0,0.0
32,2018,Yerry Fernando Mina González,Colombia,3,3,3,0.77,159,140,0,14,4,12,0,7,0,0,1,1,304,Right Center Back,0.8881578947368421,0.8881578947368421,47.07236842105263,41.44736842105263,0.0,4.144736842105263,1.1842105263157894,3.5526315789473686,0.0,2.0723684210526314,0.29605263157894735,0.29605263157894735,0.22796052631578947,1,0.8805031446540881,1,1.0,1,1.0,2.23,Defender,0.0,0.0
33,2018,Mario Mandžukić,Croatia,6,3,12,2.71,163,108,6,24,2,15,0,14,1,0,3,3,609,Center Forward,0.4433497536945813,1.7733990147783252,24.088669950738918,15.960591133004927,0.8866995073891626,3.5467980295566504,0.2955665024630542,2.2167487684729066,0.0,2.0689655172413794,0.4433497536945813,0.4433497536945813,0.4004926108374384,1,0.6625766871165644,1,1.0,1,0.25,0.29000000000000004,Forward,0.1477832512315271,0.0
